nTask=30;
nAgent=50;
nSubtask=480;
Tasks = {
<1,1,21,6>
<1,2,2,4>
<1,3,16,9>
<1,4,20,0>
<2,1,4,6>
<2,2,25,7>
<2,3,29,7>
<2,4,8,1>
<2,5,9,1>
<2,6,4,7>
<2,7,8,4>
<2,8,5,5>
<2,9,29,5>
<2,10,21,6>
<2,11,27,10>
<2,12,7,5>
<2,13,1,4>
<2,14,12,10>
<2,15,18,3>
<2,16,12,5>
<2,17,5,8>
<2,18,22,9>
<2,19,8,10>
<2,20,18,5>
<2,21,18,2>
<2,22,27,5>
<2,23,24,4>
<2,24,20,6>
<2,25,6,4>
<2,26,16,7>
<2,27,21,9>
<2,28,6,0>
<3,1,28,2>
<3,2,1,8>
<3,3,14,4>
<3,4,28,9>
<3,5,17,7>
<3,6,18,10>
<3,7,25,9>
<3,8,25,6>
<3,9,3,2>
<3,10,16,3>
<3,11,9,10>
<3,12,30,7>
<3,13,2,0>
<4,1,7,5>
<4,2,24,10>
<4,3,4,10>
<4,4,2,2>
<4,5,18,2>
<4,6,20,7>
<4,7,22,0>
<5,1,18,1>
<5,2,25,10>
<5,3,5,6>
<5,4,1,5>
<5,5,3,0>
<6,1,17,8>
<6,2,21,8>
<6,3,20,4>
<6,4,25,9>
<6,5,24,0>
<7,1,25,6>
<7,2,10,7>
<7,3,27,2>
<7,4,1,7>
<7,5,1,4>
<7,6,29,3>
<7,7,30,2>
<7,8,7,1>
<7,9,27,8>
<7,10,22,3>
<7,11,5,7>
<7,12,6,6>
<7,13,4,7>
<7,14,29,5>
<7,15,27,7>
<7,16,1,3>
<7,17,20,9>
<7,18,28,2>
<7,19,30,5>
<7,20,19,10>
<7,21,18,9>
<7,22,20,1>
<7,23,30,9>
<7,24,9,7>
<7,25,21,3>
<7,26,6,9>
<7,27,23,7>
<7,28,24,0>
<8,1,25,8>
<8,2,25,7>
<8,3,16,8>
<8,4,4,3>
<8,5,12,9>
<8,6,13,7>
<8,7,26,1>
<8,8,7,9>
<8,9,27,7>
<8,10,10,8>
<8,11,19,9>
