nTask=40;
nAgent=100;
nSubtask=980;
Tasks = {
<1,1,13,5>
<1,2,24,5>
<1,3,35,2>
<1,4,23,3>
<1,5,34,2>
<1,6,34,8>
<1,7,40,8>
<1,8,18,3>
<1,9,1,5>
<1,10,8,6>
<1,11,16,5>
<1,12,2,1>
<1,13,25,7>
<1,14,25,5>
<1,15,32,2>
<1,16,12,6>
<1,17,15,9>
<1,18,37,6>
<1,19,23,3>
<1,20,7,9>
<1,21,13,3>
<1,22,30,3>
<1,23,16,3>
<1,24,24,7>
<1,25,7,6>
<1,26,2,9>
<1,27,28,7>
<1,28,29,5>
<1,29,40,4>
<1,30,10,10>
<1,31,31,7>
<1,32,19,6>
<1,33,35,1>
<1,34,37,9>
<1,35,31,5>
<1,36,31,6>
<1,37,22,7>
<1,38,26,1>
<1,39,23,7>
<1,40,31,3>
<1,41,8,10>
<1,42,5,8>
<1,43,33,0>
<2,1,36,7>
<2,2,31,6>
<2,3,38,3>
<2,4,13,9>
<2,5,37,1>
<2,6,18,7>
<2,7,13,7>
<2,8,15,10>
<2,9,2,3>
<2,10,20,8>
<2,11,4,1>
<2,12,2,3>
<2,13,22,2>
<2,14,10,5>
<2,15,4,10>
<2,16,7,7>
<2,17,26,6>
<2,18,14,9>
<2,19,22,5>
<2,20,31,4>
<2,21,22,6>
<2,22,39,2>
<2,23,22,1>
<2,24,21,2>
<2,25,14,7>
<2,26,19,10>
<2,27,23,9>
<2,28,12,6>
<2,29,10,3>
<2,30,11,1>
<2,31,34,2>
<2,32,11,0>
<3,1,28,3>
<3,2,2,8>
<3,3,29,0>
<4,1,37,2>
<4,2,20,3>
<4,3,31,1>
<4,4,14,7>
<4,5,27,4>
<4,6,13,4>
<4,7,6,7>
<4,8,26,7>
<4,9,11,5>
<4,10,15,10>
<4,11,19,8>
<4,12,20,1>
<4,13,16,1>
<4,14,29,3>
<4,15,27,2>
<4,16,28,1>
<4,17,19,9>
<4,18,24,2>
<4,19,10,7>
<4,20,35,7>
<4,21,29,7>
<4,22,37,3>
<4,23,3,1>
<4,24,32,8>
<4,25,21,5>
<4,26,28,10>
<4,27,37,5>
<4,28,16,10>
<4,29,10,5>
<4,30,27,10>
<4,31,20,6>
<4,32,22,2>
<4,33,1,3>
<4,34,29,7>
<4,35,28,6>
<4,36,11,8>
<4,37,1,2>
<4,38,35,4>
<4,39,25,8>
<4,40,10,10>
<4,41,29,4>
<4,42,35,2>
<4,43,32,3>
<4,44,7,0>
<5,1,18,0>
<6,1,16,2>
<6,2,8,10>
<6,3,31,5>
<6,4,25,5>
<6,5,36,9>
<6,6,30,7>
<6,7,13,2>
<6,8,35,5>
<6,9,11,9>
<6,10,37,8>
<6,11,40,9>
<6,12,14,7>
<6,13,12,1>
<6,14,10,8>
<6,15,19,8>
<6,16,16,4>
<6,17,12,7>
<6,18,11,8>
<6,19,18,6>
<6,20,26,5>
<6,21,13,7>
