nTask=20;
nAgent=25;
nSubtask=197;
Tasks = {
<1,1,3,2>
<1,2,11,2>
<1,3,2,4>
<1,4,14,3>
<1,5,3,8>
<1,6,11,6>
<1,7,16,10>
<1,8,2,2>
<1,9,16,0>
<2,1,20,10>
<2,2,14,10>
<2,3,19,1>
<2,4,20,4>
<2,5,4,6>
<2,6,6,0>
<3,1,18,1>
<3,2,3,1>
<3,3,16,10>
<3,4,20,7>
<3,5,7,5>
<3,6,10,3>
<3,7,20,1>
<3,8,13,8>
<3,9,8,0>
<4,1,3,9>
<4,2,18,0>
<5,1,7,10>
<5,2,5,1>
<5,3,13,10>
<5,4,11,10>
<5,5,20,0>
<6,1,16,3>
<6,2,19,3>
<6,3,11,7>
<6,4,5,9>
<6,5,3,3>
<6,6,16,10>
<6,7,3,5>
<6,8,8,6>
<6,9,13,2>
<6,10,17,2>
<6,11,18,9>
<6,12,15,10>
<6,13,4,2>
<6,14,9,3>
<6,15,4,8>
<6,16,8,8>
<6,17,13,6>
<6,18,8,3>
<6,19,13,7>
<6,20,14,8>
<6,21,19,1>
<6,22,14,9>
<6,23,20,2>
<6,24,7,0>
<7,1,4,8>
<7,2,1,6>
<7,3,7,9>
<7,4,8,8>
<7,5,3,2>
<7,6,8,4>
<7,7,1,5>
<7,8,17,2>
<7,9,11,5>
<7,10,16,2>
<7,11,13,6>
<7,12,12,4>
<7,13,11,1>
<7,14,10,8>
<7,15,8,0>
<8,1,19,6>
<8,2,20,2>
<8,3,7,2>
<8,4,1,0>
<9,1,20,6>
<9,2,6,3>
<9,3,7,2>
<9,4,7,2>
<9,5,20,10>
<9,6,15,1>
<9,7,11,3>
<9,8,4,5>
<9,9,4,9>
<9,10,15,0>
<10,1,5,4>
<10,2,14,5>
<10,3,11,3>
<10,4,20,4>
<10,5,5,5>
<10,6,4,7>
<10,7,8,9>
<10,8,1,6>
<10,9,1,4>
<10,10,19,0>
<11,1,3,1>
<11,2,20,7>
<11,3,6,7>
<11,4,18,5>
<11,5,19,8>
<11,6,7,9>
<11,7,10,0>
<12,1,8,2>
<12,2,9,7>
<12,3,6,3>
<12,4,13,9>
<12,5,7,4>
<12,6,17,8>
<12,7,16,5>
<12,8,11,6>
<12,9,20,10>
<12,10,7,10>
<12,11,1,1>
<12,12,3,9>
<12,13,14,2>
<12,14,20,5>
<12,15,1,4>
<12,16,20,9>
<12,17,18,10>
<12,18,18,0>
<13,1,14,7>
<13,2,16,0>
<14,1,12,2>
<14,2,8,4>
<14,3,10,1>
<14,4,6,3>
<14,5,3,3>
<14,6,2,6>
<14,7,15,1>
<14,8,19,7>
<14,9,12,2>
<14,10,13,2>
<14,11,12,5>
<14,12,3,7>
<14,13,10,7>
<14,14,20,10>
<14,15,2,6>
<14,16,20,4>
<14,17,3,2>
<14,18,3,7>
<14,19,13,5>
<14,20,3,8>
<14,21,3,6>
<14,22,6,8>
<14,23,17,5>
<14,24,7,1>
<14,25,6,0>
<15,1,8,8>
<15,2,12,9>
<15,3,3,3>
<15,4,18,5>
<15,5,9,9>
<15,6,14,8>
<15,7,19,10>
<15,8,12,10>
<15,9,17,1>
<15,10,14,9>
<15,11,2,7>
<15,12,17,1>
<15,13,16,6>
<15,14,1,3>
<15,15,16,6>
<15,16,7,7>
<15,17,20,4>
<15,18,20,0>
<16,1,7,0>
<17,1,14,4>
<17,2,3,10>
<17,3,2,4>
<17,4,7,4>
<17,5,1,4>
<17,6,14,6>
<17,7,12,10>
<17,8,11,0>
<18,1,12,3>
<18,2,18,9>
<18,3,4,3>
<18,4,19,9>
<18,5,19,9>
<18,6,7,8>
<18,7,3,0>
<19,1,3,9>
<19,2,2,8>
<19,3,14,8>
<19,4,20,4>
<19,5,13,2>
<19,6,20,1>
<19,7,11,1>
<19,8,1,5>
<19,9,2,7>
<19,10,4,7>
<19,11,15,9>
<19,12,8,0>
<20,1,16,3>
<20,2,12,6>
<20,3,15,2>
<20,4,14,9>
<20,5,4,0>
};
Waits = {
<1,1,18,7,5>
<2,1,12,13,5>
<3,1,15,3,1>
<4,1,12,12,3>
<5,1,6,10,4>
<6,1,1,3,3>
<7,1,10,6,1>
<8,1,14,18,9>
<9,1,18,1,4>
<10,1,6,13,2>
<11,1,15,5,8>
<12,1,6,15,10>
<13,1,6,18,1>
<14,1,2,6,10>
<15,1,11,7,2>
<16,1,12,16,7>
<17,1,6,21,2>
<18,1,6,10,4>
<19,1,9,8,7>
<20,1,6,17,1>
};
Deadlines = {
<1,1,14,13,322>
<1,2,12,12,305>
<1,3,19,4,304>
<1,4,14,11,340>
<2,4,6,13,297>
<3,2,2,5,286>
<3,7,17,2,343>
<6,6,9,7,304>
<6,12,1,9,290>
<6,19,12,13,318>
<6,22,19,7,327>
<7,11,12,1,338>
<7,14,14,14,351>
<9,1,14,7,299>
<9,2,1,9,288>
<9,10,2,5,313>
<10,2,12,8,301>
<10,6,7,7,293>
<11,4,10,5,287>
<12,3,14,25,306>
<12,4,7,12,305>
<12,6,10,2,356>
<12,15,13,1,329>
<12,17,7,13,302>
<13,2,15,5,301>
<14,1,6,13,333>
<14,5,3,6,321>
<14,6,19,6,360>
<14,12,5,3,319>
<14,15,19,4,288>
<14,18,10,3,317>
<14,22,3,1,319>
<15,2,3,6,308>
<15,3,1,7,341>
<15,10,9,3,312>
<15,11,6,7,348>
<16,1,18,4,339>
<17,2,14,2,332>
<18,2,12,8,290>
<18,3,3,3,324>
<18,4,14,12,348>
<18,5,14,11,339>
<18,7,20,5,292>
<19,4,14,23,329>
<19,11,9,8,354>
<19,12,2,1,340>
<20,3,3,1,294>
<20,4,10,2,298>
<20,5,1,9,354>
};
Modes = {
<1,1,3,9>
<1,1,8,1>
<1,1,14,7>
<1,1,15,10>
<1,1,19,10>
<1,1,22,1>
<1,2,1,1>
<1,2,4,8>
<1,2,9,2>
<1,2,10,3>
<1,2,12,7>
<1,2,15,9>
<1,2,17,2>
<1,2,21,5>
<1,2,22,2>
<1,3,21,2>
<1,4,4,10>
<1,4,9,8>
<1,4,13,2>
<1,4,14,7>
<1,4,16,8>
<1,4,17,2>
<1,4,19,8>
<1,4,22,5>
<1,4,24,2>
<1,5,6,5>
<1,5,8,1>
<1,5,9,9>
<1,5,10,6>
<1,5,16,9>
<1,6,2,2>
<1,6,5,1>
<1,6,8,9>
<1,6,11,4>
<1,6,17,8>
<1,6,18,4>
<1,7,1,9>
<1,7,4,10>
<1,7,7,7>
<1,7,12,8>
<1,7,15,9>
<1,7,21,3>
<1,8,1,2>
<1,8,3,4>
<1,8,4,2>
<1,8,9,9>
<1,8,10,2>
<1,8,13,3>
<1,8,15,4>
<1,8,16,4>
<1,8,17,9>
<1,8,18,6>
<1,9,1,4>
<1,9,5,3>
<1,9,8,1>
<1,9,13,7>
<1,9,19,1>
<2,1,2,1>
<2,1,7,1>
<2,1,11,5>
<2,1,21,5>
<2,1,24,10>
<2,2,2,5>
<2,2,6,3>
<2,2,9,9>
<2,2,18,7>
<2,3,2,5>
<2,3,4,9>
<2,3,7,6>
<2,3,15,9>
<2,3,23,4>
<2,4,1,10>
<2,4,2,3>
<2,4,4,2>
<2,4,7,7>
<2,4,9,10>
<2,4,13,7>
<2,4,16,6>
<2,4,22,5>
<2,5,8,9>
<2,5,9,9>
<2,5,13,10>
<2,5,19,3>
<2,5,20,3>
<2,5,22,1>
<2,6,2,6>
<2,6,5,4>
<2,6,12,3>
<2,6,14,9>
<2,6,15,9>
<2,6,20,4>
<2,6,24,8>
<3,1,4,4>
<3,1,5,2>
<3,1,15,7>
<3,1,17,7>
<3,1,24,1>
<3,2,2,5>
<3,2,8,8>
<3,2,20,9>
<3,2,25,6>
<3,3,6,3>
<3,3,7,6>
<3,3,9,8>
<3,3,10,1>
<3,3,13,10>
<3,3,16,10>
<3,3,19,6>
<3,3,22,6>
<3,4,1,10>
<3,4,3,6>
<3,4,7,3>
<3,4,8,10>
<3,4,11,2>
<3,4,12,10>
<3,4,14,3>
<3,4,18,4>
<3,5,5,8>
<3,5,14,5>
<3,5,15,7>
<3,5,17,7>
<3,5,19,5>
<3,5,20,1>
<3,5,21,9>
<3,5,24,2>
<3,6,4,9>
<3,6,10,1>
<3,6,22,6>
<3,6,24,10>
<3,7,1,4>
<3,7,5,2>
<3,7,12,5>
<3,7,16,7>
<3,7,19,5>
<3,7,22,7>
<3,8,1,7>
<3,8,7,5>
<3,8,8,3>
<3,8,10,2>
<3,8,14,8>
<3,8,20,5>
<3,9,1,3>
<3,9,8,8>
<3,9,11,4>
<3,9,14,2>
<3,9,15,5>
<3,9,16,9>
<3,9,21,1>
<3,9,22,4>
<3,9,24,10>
<4,1,1,6>
<4,1,5,7>
<4,1,14,4>
<4,1,20,2>
<4,2,6,2>
<4,2,8,1>
<4,2,9,5>
<4,2,10,10>
<4,2,16,8>
<4,2,23,4>
<5,1,4,4>
<5,1,5,5>
<5,1,6,5>
<5,1,11,2>
<5,1,13,9>
<5,1,15,6>
<5,1,16,7>
<5,1,19,3>
<5,1,24,5>
<5,1,25,9>
<5,2,1,8>
<5,2,4,4>
<5,2,11,6>
<5,2,19,2>
<5,2,21,10>
<5,2,22,6>
<5,3,6,3>
<5,3,21,7>
<5,3,23,4>
<5,3,24,10>
<5,3,25,1>
<5,4,9,7>
<5,4,13,1>
<5,4,14,10>
<5,4,15,8>
<5,5,1,10>
<5,5,4,7>
<5,5,6,10>
<5,5,11,8>
<5,5,22,5>
<6,1,1,1>
<6,1,3,1>
<6,1,5,10>
<6,1,6,5>
<6,1,7,3>
<6,1,15,3>
<6,1,16,1>
<6,1,17,6>
<6,1,19,3>
<6,1,23,4>
<6,1,24,1>
<6,1,25,2>
<6,2,1,9>
<6,2,6,8>
<6,2,9,10>
<6,2,17,7>
<6,2,19,1>
<6,2,22,1>
<6,2,23,1>
<6,3,5,4>
<6,3,12,1>
<6,3,14,10>
<6,3,20,8>
<6,3,21,3>
<6,3,23,4>
<6,4,1,5>
<6,4,3,6>
<6,4,6,5>
<6,4,14,2>
<6,4,19,2>
<6,5,7,5>
<6,5,10,7>
<6,5,11,8>
<6,5,13,9>
<6,5,16,10>
<6,5,17,5>
<6,5,19,1>
<6,5,24,9>
<6,5,25,6>
<6,6,2,6>
<6,6,5,3>
<6,6,11,8>
<6,6,16,5>
<6,6,20,7>
<6,6,21,7>
<6,6,23,7>
<6,7,1,8>
<6,7,5,5>
<6,7,9,3>
<6,7,16,3>
<6,7,19,6>
<6,8,4,5>
<6,8,6,5>
<6,8,7,2>
<6,8,10,3>
<6,8,13,2>
<6,8,15,1>
<6,8,16,6>
<6,8,23,3>
<6,9,1,8>
<6,9,3,3>
<6,9,6,2>
<6,9,16,2>
<6,9,18,6>
<6,9,23,4>
<6,9,25,3>
<6,10,1,4>
<6,10,3,7>
<6,10,4,2>
<6,10,5,3>
<6,10,11,1>
<6,10,18,8>
<6,10,23,4>
<6,11,4,9>
<6,11,11,9>
<6,11,22,8>
<6,11,23,2>
<6,12,1,4>
<6,12,8,10>
<6,12,17,6>
<6,12,19,10>
<6,13,4,7>
<6,13,9,3>
<6,13,14,6>
<6,13,15,10>
<6,13,18,3>
<6,13,21,9>
<6,13,22,5>
<6,13,23,7>
<6,14,1,2>
<6,14,5,9>
<6,14,10,9>
<6,14,11,10>
<6,14,12,5>
<6,14,15,2>
<6,14,19,9>
<6,14,21,4>
<6,15,2,7>
<6,15,7,4>
<6,15,9,6>
<6,15,15,9>
<6,15,16,1>
<6,15,17,1>
<6,16,9,2>
<6,16,10,6>
<6,16,11,2>
<6,16,23,8>
<6,16,25,8>
<6,17,1,8>
<6,17,2,2>
<6,17,3,7>
<6,17,16,6>
<6,17,17,4>
<6,17,22,4>
<6,17,23,4>
<6,17,25,9>
<6,18,6,7>
<6,18,10,8>
<6,19,1,3>
<6,19,2,10>
<6,19,8,7>
<6,19,12,1>
<6,19,20,2>
<6,19,24,6>
<6,19,25,4>
<6,20,1,9>
<6,20,15,10>
<6,20,16,1>
<6,20,18,6>
<6,20,20,1>
<6,20,23,10>
<6,20,25,5>
<6,21,1,2>
<6,21,3,8>
<6,21,4,9>
<6,21,6,6>
<6,21,10,1>
<6,21,17,2>
<6,21,19,4>
<6,21,22,9>
<6,21,25,9>
<6,22,1,7>
<6,22,3,8>
<6,22,4,2>
<6,22,9,9>
<6,22,10,7>
<6,22,13,6>
<6,22,15,4>
<6,22,23,9>
<6,23,4,6>
<6,23,17,1>
<6,23,21,1>
<6,23,24,4>
<6,24,1,8>
<6,24,10,3>
<6,24,13,10>
<6,24,15,10>
<6,24,25,10>
<7,1,1,5>
<7,1,2,5>
<7,1,5,10>
<7,1,8,7>
<7,1,11,10>
<7,2,9,3>
<7,2,10,4>
<7,2,14,4>
<7,2,16,6>
<7,2,18,8>
<7,2,20,10>
<7,2,24,8>
<7,3,3,5>
<7,3,6,10>
<7,3,14,4>
<7,3,19,5>
<7,3,20,4>
